adsh,tag,version,coreg,ddate,qtrs,uom,value,footnote,fs_year,fs_quarter
0001193125-12-341601,Assets,us-gaap/2012,NonGuarantorSubsidiaries,20111231,0,USD,569233000.0,,2012,3
0001193125-12-341601,Assets,us-gaap/2012,ParentCompany,20111231,0,USD,180831000.0,,2012,3
0001193125-12-341601,Assets,us-gaap/2012,,20120630,0,USD,645704000.0,,2012,3
0001193125-12-341601,Assets,us-gaap/2012,CoIssuers,20120630,0,USD,409857000.0,,2012,3
0001193125-12-341601,Assets,us-gaap/2012,ConsolidationEliminations,20120630,0,USD,-983777000.0,,2012,3
0001193125-12-341601,Assets,us-gaap/2012,GuarantorSubsidiaries,20120630,0,USD,390846000.0,,2012,3
0001193125-12-341601,Assets,us-gaap/2012,NonGuarantorSubsidiaries,20120630,0,USD,623879000.0,,2012,3
0001193125-12-341601,Assets,us-gaap/2012,ParentCompany,20120630,0,USD,204899000.0,,2012,3
0001193125-12-341601,AssetsCurrent,us-gaap/2012,,20111231,0,USD,379896000.0,,2012,3
0001193125-12-341601,AssetsCurrent,us-gaap/2012,CoIssuers,20111231,0,USD,224932000.0,,2012,3
0001193125-12-341601,AssetsCurrent,us-gaap/2012,ConsolidationEliminations,20111231,0,USD,-471389000.0,,2012,3
0001193125-12-341601,AssetsCurrent,us-gaap/2012,GuarantorSubsidiaries,20111231,0,USD,215002000.0,,2012,3
0001193125-12-341601,AssetsCurrent,us-gaap/2012,NonGuarantorSubsidiaries,20111231,0,USD,351003000.0,,2012,3
0001193125-12-341601,AssetsCurrent,us-gaap/2012,ParentCompany,20111231,0,USD,60348000.0,,2012,3
0001193125-12-341601,AssetsCurrent,us-gaap/2012,,20120630,0,USD,387028000.0,,2012,3
0001193125-12-341601,AssetsCurrent,us-gaap/2012,CoIssuers,20120630,0,USD,255051000.0,,2012,3
0001193125-12-341601,AssetsCurrent,us-gaap/2012,ConsolidationEliminations,20120630,0,USD,-518330000.0,,2012,3
0001193125-12-341601,AssetsCurrent,us-gaap/2012,GuarantorSubsidiaries,20120630,0,USD,209920000.0,,2012,3
0001193125-12-341601,AssetsCurrent,us-gaap/2012,NonGuarantorSubsidiaries,20120630,0,USD,369764000.0,,2012,3
0001193125-12-341601,AssetsCurrent,us-gaap/2012,ParentCompany,20120630,0,USD,70623000.0,,2012,3
0001193125-12-341601,BusinessAcquisitionContingentConsiderationAtFairValue,us-gaap/2012,,20120229,0,USD,9291000.0,,2012,3
0001193125-12-341601,BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,us-gaap/2012,,20120229,0,USD,3163000.0,,2012,3
0001193125-12-341601,CapitalLeaseObligationsCurrent,us-gaap/2012,,20111231,0,USD,2852000.0,,2012,3
0001193125-12-341601,CapitalLeaseObligationsCurrent,us-gaap/2012,NonGuarantorSubsidiaries,20111231,0,USD,2852000.0,,2012,3
0001193125-12-341601,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,us-gaap/2012,,20111231,0,USD,2414000.0,,2012,3
0001193125-12-341601,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,us-gaap/2012,,20120630,0,USD,2991000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,,20101231,0,USD,172172000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,,20110630,0,USD,177764000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,CoIssuers,20101231,0,USD,46595000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,GuarantorSubsidiaries,20101231,0,USD,13128000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,NonGuarantorSubsidiaries,20101231,0,USD,112370000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,ParentCompany,20101231,0,USD,79000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,CoIssuers,20110630,0,USD,25728000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,GuarantorSubsidiaries,20110630,0,USD,8412000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,NonGuarantorSubsidiaries,20110630,0,USD,142064000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,ParentCompany,20110630,0,USD,1560000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,,20111231,0,USD,162111000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,CoIssuers,20111231,0,USD,25119000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,GuarantorSubsidiaries,20111231,0,USD,8197000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,NonGuarantorSubsidiaries,20111231,0,USD,127118000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,ParentCompany,20111231,0,USD,1677000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,,20120630,0,USD,155764000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,CoIssuers,20120630,0,USD,15487000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,GuarantorSubsidiaries,20120630,0,USD,3626000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,NonGuarantorSubsidiaries,20120630,0,USD,136520000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsAtCarryingValue,us-gaap/2012,ParentCompany,20120630,0,USD,131000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2012,,20110630,2,USD,5592000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2012,CoIssuers,20110630,2,USD,-20867000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2012,GuarantorSubsidiaries,20110630,2,USD,-4716000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2012,NonGuarantorSubsidiaries,20110630,2,USD,29694000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2012,ParentCompany,20110630,2,USD,1481000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2012,,20120630,2,USD,-6347000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2012,CoIssuers,20120630,2,USD,-9632000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2012,GuarantorSubsidiaries,20120630,2,USD,-4571000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2012,NonGuarantorSubsidiaries,20120630,2,USD,9402000.0,,2012,3
0001193125-12-341601,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2012,ParentCompany,20120630,2,USD,-1546000.0,,2012,3
0001193125-12-341601,CashCollateralForBorrowedSecurities,us-gaap/2012,,20120630,0,USD,5218000.0,,2012,3
0001193125-12-341601,CommitmentsAndContingencies,us-gaap/2012,,20111231,0,USD,,,2012,3
0001193125-12-341601,CommitmentsAndContingencies,us-gaap/2012,CoIssuers,20111231,0,USD,,,2012,3
0001193125-12-341601,CommitmentsAndContingencies,us-gaap/2012,ConsolidationEliminations,20111231,0,USD,,,2012,3
0001193125-12-341601,CommitmentsAndContingencies,us-gaap/2012,GuarantorSubsidiaries,20111231,0,USD,,,2012,3
0001193125-12-341601,CommitmentsAndContingencies,us-gaap/2012,NonGuarantorSubsidiaries,20111231,0,USD,,,2012,3
0001193125-12-341601,CommitmentsAndContingencies,us-gaap/2012,ParentCompany,20111231,0,USD,,,2012,3
0001193125-12-341601,CommitmentsAndContingencies,us-gaap/2012,,20120630,0,USD,,,2012,3
0001193125-12-341601,CommitmentsAndContingencies,us-gaap/2012,CoIssuers,20120630,0,USD,,,2012,3
0001193125-12-341601,CommitmentsAndContingencies,us-gaap/2012,ConsolidationEliminations,20120630,0,USD,,,2012,3
0001193125-12-341601,CommitmentsAndContingencies,us-gaap/2012,GuarantorSubsidiaries,20120630,0,USD,,,2012,3
0001193125-12-341601,CommitmentsAndContingencies,us-gaap/2012,NonGuarantorSubsidiaries,20120630,0,USD,,,2012,3
0001193125-12-341601,CommitmentsAndContingencies,us-gaap/2012,ParentCompany,20120630,0,USD,,,2012,3
0001193125-12-341601,CommonStockParOrStatedValuePerShare,us-gaap/2012,,20111231,0,USD,0.01,,2012,3
0001193125-12-341601,CommonStockParOrStatedValuePerShare,us-gaap/2012,,20120630,0,USD,0.01,,2012,3
0001193125-12-341601,CommonStockSharesAuthorized,us-gaap/2012,,20111231,0,shares,150000000.0,,2012,3
0001193125-12-341601,CommonStockSharesAuthorized,us-gaap/2012,,20120630,0,shares,150000000.0,,2012,3
0001193125-12-341601,CommonStockSharesIssued,us-gaap/2012,,20111231,0,shares,39439115.0,,2012,3
0001193125-12-341601,CommonStockSharesIssued,us-gaap/2012,,20120630,0,shares,39468338.0,,2012,3
0001193125-12-341601,CommonStockSharesOutstanding,us-gaap/2012,,20111231,0,shares,37907575.0,,2012,3
0001193125-12-341601,CommonStockSharesOutstanding,us-gaap/2012,,20120630,0,shares,36353545.0,,2012,3
0001193125-12-341601,CommonStockValue,us-gaap/2012,,20111231,0,USD,394000.0,,2012,3
0001193125-12-341601,CommonStockValue,us-gaap/2012,CoIssuers,20111231,0,USD,136229000.0,,2012,3
0001193125-12-341601,CommonStockValue,us-gaap/2012,ConsolidationEliminations,20111231,0,USD,-227210000.0,,2012,3
0001193125-12-341601,CommonStockValue,us-gaap/2012,GuarantorSubsidiaries,20111231,0,USD,51976000.0,,2012,3
0001193125-12-341601,CommonStockValue,us-gaap/2012,NonGuarantorSubsidiaries,20111231,0,USD,39005000.0,,2012,3
0001193125-12-341601,CommonStockValue,us-gaap/2012,ParentCompany,20111231,0,USD,394000.0,,2012,3
0001193125-12-341601,CommonStockValue,us-gaap/2012,,20120630,0,USD,395000.0,,2012,3
0001193125-12-341601,CommonStockValue,us-gaap/2012,CoIssuers,20120630,0,USD,136229000.0,,2012,3
0001193125-12-341601,CommonStockValue,us-gaap/2012,ConsolidationEliminations,20120630,0,USD,-227210000.0,,2012,3
0001193125-12-341601,CommonStockValue,us-gaap/2012,GuarantorSubsidiaries,20120630,0,USD,51976000.0,,2012,3
0001193125-12-341601,CommonStockValue,us-gaap/2012,NonGuarantorSubsidiaries,20120630,0,USD,39005000.0,,2012,3
0001193125-12-341601,CommonStockValue,us-gaap/2012,ParentCompany,20120630,0,USD,395000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,,20110630,2,USD,24551000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,CoIssuers,20110630,2,USD,25779000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,ConsolidationEliminations,20110630,2,USD,-38103000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,GuarantorSubsidiaries,20110630,2,USD,-5640000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,NonGuarantorSubsidiaries,20110630,2,USD,17964000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,ParentCompany,20110630,2,USD,24551000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,,20110630,1,USD,17752000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,CoIssuers,20110630,1,USD,18388000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,ConsolidationEliminations,20110630,1,USD,-42358000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,GuarantorSubsidiaries,20110630,1,USD,7445000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,NonGuarantorSubsidiaries,20110630,1,USD,16525000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,ParentCompany,20110630,1,USD,17752000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,,20120630,2,USD,19714000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,CoIssuers,20120630,2,USD,12071000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,ConsolidationEliminations,20120630,2,USD,-45448000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,GuarantorSubsidiaries,20120630,2,USD,17952000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,NonGuarantorSubsidiaries,20120630,2,USD,15425000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,ParentCompany,20120630,2,USD,19714000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,,20120630,1,USD,11110000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,CoIssuers,20120630,1,USD,8614000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,ConsolidationEliminations,20120630,1,USD,-36603000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,GuarantorSubsidiaries,20120630,1,USD,18423000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,NonGuarantorSubsidiaries,20120630,1,USD,9566000.0,,2012,3
0001193125-12-341601,ComprehensiveIncomeNetOfTax,us-gaap/2012,ParentCompany,20120630,1,USD,11110000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,,20110630,2,USD,268944000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,ConsolidationEliminations,20110630,2,USD,-627000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,GuarantorSubsidiaries,20110630,2,USD,612000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,NonGuarantorSubsidiaries,20110630,2,USD,268959000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,,20110630,1,USD,137497000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,ConsolidationEliminations,20110630,1,USD,-555000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,GuarantorSubsidiaries,20110630,1,USD,538000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,NonGuarantorSubsidiaries,20110630,1,USD,137514000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,,20120630,2,USD,266863000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,ConsolidationEliminations,20120630,2,USD,-599000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,GuarantorSubsidiaries,20120630,2,USD,601000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,NonGuarantorSubsidiaries,20120630,2,USD,266861000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,,20120630,1,USD,139776000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,ConsolidationEliminations,20120630,1,USD,-348000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,GuarantorSubsidiaries,20120630,1,USD,349000.0,,2012,3
0001193125-12-341601,CostOfRevenue,us-gaap/2012,NonGuarantorSubsidiaries,20120630,1,USD,139775000.0,,2012,3
0001193125-12-341601,DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveRollingYearsThereafter,us-gaap/2012,,20120630,0,USD,16582000.0,,2012,3
0001193125-12-341601,DefinedBenefitPlanExpectedFutureBenefitPaymentsNextRollingTwelveMonths,us-gaap/2012,,20120630,0,USD,56000.0,,2012,3
0001193125-12-341601,DefinedBenefitPlanExpectedFutureBenefitPaymentsRollingYearFive,us-gaap/2012,,20120630,0,USD,1202000.0,,2012,3
0001193125-12-341601,DefinedBenefitPlanExpectedFutureBenefitPaymentsRollingYearThree,us-gaap/2012,,20120630,0,USD,323000.0,,2012,3
0001193125-12-341601,DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,us-gaap/2012,,20120630,0,USD,326000.0,,2012,3
0001193125-12-341601,DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,us-gaap/2012,,20120630,0,USD,,,2012,3
0001193125-12-341601,DefinedBenefitPlanFundedPercentage,us-gaap/2012,,20110630,0,pure,0.0125,,2012,3
0001193125-12-341601,DefinedBenefitPlanFundedPercentage,us-gaap/2012,,20120630,0,pure,0.0111,,2012,3
0001193125-12-341601,DepreciationDepletionAndAmortization,us-gaap/2012,,20110630,2,USD,29315000.0,,2012,3
0001193125-12-341601,DepreciationDepletionAndAmortization,us-gaap/2012,GuarantorSubsidiaries,20110630,2,USD,144000.0,,2012,3
0001193125-12-341601,DepreciationDepletionAndAmortization,us-gaap/2012,NonGuarantorSubsidiaries,20110630,2,USD,29171000.0,,2012,3
0001193125-12-341601,DepreciationDepletionAndAmortization,us-gaap/2012,,20120630,2,USD,15397000.0,,2012,3
0001193125-12-341601,DepreciationDepletionAndAmortization,us-gaap/2012,GuarantorSubsidiaries,20120630,2,USD,89000.0,,2012,3
0001193125-12-341601,DepreciationDepletionAndAmortization,us-gaap/2012,NonGuarantorSubsidiaries,20120630,2,USD,15308000.0,,2012,3
0001193125-12-341601,DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,us-gaap/2012,,20120630,2,USD,8324000.0,,2012,3
0001193125-12-341601,DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,us-gaap/2012,,20110630,2,USD,9942000.0,,2012,3
0001193125-12-341601,DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,us-gaap/2012,,20110630,1,USD,5649000.0,,2012,3
0001193125-12-341601,DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,us-gaap/2012,,20120630,2,USD,-1529000.0,,2012,3
0001193125-12-341601,DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,us-gaap/2012,,20120630,1,USD,-1497000.0,,2012,3
0001193125-12-341601,DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,us-gaap/2012,,20110630,2,USD,361000.0,,2012,3
0001193125-12-341601,DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,us-gaap/2012,,20110630,1,USD,203000.0,,2012,3
0001193125-12-341601,DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,us-gaap/2012,,20120630,2,USD,786000.0,,2012,3
0001193125-12-341601,DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,us-gaap/2012,,20120630,1,USD,701000.0,,2012,3
0001193125-12-341601,DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,us-gaap/2012,,20110630,2,USD,6076000.0,,2012,3
0001193125-12-341601,DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,us-gaap/2012,,20110630,1,USD,3740000.0,,2012,3
0001193125-12-341601,DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,us-gaap/2012,,20120630,2,USD,-645000.0,,2012,3
0001193125-12-341601,DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,us-gaap/2012,,20120630,1,USD,-2187000.0,,2012,3
0001193125-12-341601,DerivativeLiabilitiesCurrent,us-gaap/2012,,20111231,0,USD,9757000.0,,2012,3
0001193125-12-341601,DerivativeLiabilitiesCurrent,us-gaap/2012,,20120630,0,USD,8449000.0,,2012,3
0001193125-12-341601,DerivativeLiabilitiesCurrent,us-gaap/2012,NonGuarantorSubsidiaries,20120630,0,USD,8449000.0,,2012,3
0001193125-12-341601,EarningsPerShareBasic,us-gaap/2012,,20110630,2,USD,1.4,,2012,3
0001193125-12-341601,EarningsPerShareBasic,us-gaap/2012,,20110630,1,USD,0.81,,2012,3
0001193125-12-341601,EarningsPerShareBasic,us-gaap/2012,,20120630,2,USD,0.53,,2012,3
0001193125-12-341601,EarningsPerShareBasic,us-gaap/2012,,20120630,1,USD,0.12,,2012,3
0001193125-12-341601,EarningsPerShareDiluted,us-gaap/2012,,20110630,2,USD,1.35,,2012,3
0001193125-12-341601,EarningsPerShareDiluted,us-gaap/2012,,20110630,1,USD,0.78,,2012,3
0001193125-12-341601,EarningsPerShareDiluted,us-gaap/2012,,20120630,2,USD,0.52,,2012,3
0001193125-12-341601,EarningsPerShareDiluted,us-gaap/2012,,20120630,1,USD,0.12,,2012,3
0001193125-12-341601,EffectOfExchangeRateOnCashAndCashEquivalents,us-gaap/2012,,20110630,2,USD,-1259000.0,,2012,3
0001193125-12-341601,EffectOfExchangeRateOnCashAndCashEquivalents,us-gaap/2012,ConsolidationEliminations,20110630,2,USD,-1674000.0,,2012,3
0001193125-12-341601,EffectOfExchangeRateOnCashAndCashEquivalents,us-gaap/2012,GuarantorSubsidiaries,20110630,2,USD,131000.0,,2012,3
0001193125-12-341601,EffectOfExchangeRateOnCashAndCashEquivalents,us-gaap/2012,NonGuarantorSubsidiaries,20110630,2,USD,284000.0,,2012,3
0001193125-12-341601,EffectOfExchangeRateOnCashAndCashEquivalents,us-gaap/2012,,20120630,2,USD,207000.0,,2012,3
0001193125-12-341601,EffectOfExchangeRateOnCashAndCashEquivalents,us-gaap/2012,ConsolidationEliminations,20120630,2,USD,-484000.0,,2012,3
0001193125-12-341601,EffectOfExchangeRateOnCashAndCashEquivalents,us-gaap/2012,GuarantorSubsidiaries,20120630,2,USD,-132000.0,,2012,3
0001193125-12-341601,EffectOfExchangeRateOnCashAndCashEquivalents,us-gaap/2012,NonGuarantorSubsidiaries,20120630,2,USD,823000.0,,2012,3
0001193125-12-341601,EntityCommonStockSharesOutstanding,dei/2012,,20120731,0,shares,36358236.0,,2012,3
0001193125-12-341601,EntityWideRevenueMajorCustomerPercentage,us-gaap/2012,,20110630,2,pure,0.14800000000000002,,2012,3
0001193125-12-341601,EntityWideRevenueMajorCustomerPercentage,us-gaap/2012,,20110630,1,pure,0.154,,2012,3
0001193125-12-341601,EntityWideRevenueMajorCustomerPercentage,us-gaap/2012,,20120630,1,pure,0.12300000000000001,,2012,3
0001193125-12-341601,FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap/2012,,20111231,0,USD,36984000.0,,2012,3
0001193125-12-341601,FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap/2012,,20120630,0,USD,41525000.0,,2012,3
0001193125-12-341601,ForeignCurrencyTransactionGainBeforeTax,us-gaap/2012,,20110630,2,USD,39593000.0,,2012,3
0001193125-12-341601,ForeignCurrencyTransactionGainBeforeTax,us-gaap/2012,,20110630,1,USD,18234000.0,,2012,3
0001193125-12-341601,ForeignCurrencyTransactionGainBeforeTax,us-gaap/2012,,20120630,2,USD,523000.0,,2012,3
0001193125-12-341601,ForeignCurrencyTransactionGainBeforeTax,us-gaap/2012,,20120630,1,USD,-10586000.0,,2012,3
0001193125-12-341601,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2012,,20110630,2,USD,44109000.0,,2012,3
0001193125-12-341601,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2012,CoIssuers,20110630,2,USD,15260000.0,,2012,3
0001193125-12-341601,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2012,GuarantorSubsidiaries,20110630,2,USD,-16526000.0,,2012,3
0001193125-12-341601,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2012,NonGuarantorSubsidiaries,20110630,2,USD,45375000.0,,2012,3
0001193125-12-341601,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2012,,20120630,2,USD,-55000.0,,2012,3
0001193125-12-341601,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2012,CoIssuers,20120630,2,USD,-6563000.0,,2012,3
0001193125-12-341601,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2012,GuarantorSubsidiaries,20120630,2,USD,7052000.0,,2012,3
0001193125-12-341601,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2012,NonGuarantorSubsidiaries,20120630,2,USD,-449000.0,,2012,3
0001193125-12-341601,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2012,ParentCompany,20120630,2,USD,-95000.0,,2012,3
0001193125-12-341601,GainLossOnDispositionOfIntangibleAssets,us-gaap/2012,,20110630,2,USD,-8000.0,,2012,3
0001193125-12-341601,GainLossOnDispositionOfIntangibleAssets,us-gaap/2012,NonGuarantorSubsidiaries,20110630,2,USD,-8000.0,,2012,3
0001193125-12-341601,GainLossOnDispositionOfIntangibleAssets,us-gaap/2012,,20120630,2,USD,-15000.0,,2012,3
0001193125-12-341601,GainLossOnDispositionOfIntangibleAssets,us-gaap/2012,NonGuarantorSubsidiaries,20120630,2,USD,-15000.0,,2012,3
0001193125-12-341601,GainLossOnSaleOfAccountsReceivable,us-gaap/2012,,20120630,2,USD,4000.0,,2012,3
0001193125-12-341601,GainLossOnSaleOfPropertyPlantEquipment,us-gaap/2012,,20110630,2,USD,11000.0,,2012,3
0001193125-12-341601,GainLossOnSaleOfPropertyPlantEquipment,us-gaap/2012,NonGuarantorSubsidiaries,20110630,2,USD,11000.0,,2012,3
0001193125-12-341601,GainLossOnSaleOfPropertyPlantEquipment,us-gaap/2012,,20120630,2,USD,190000.0,,2012,3
0001193125-12-341601,GainLossOnSaleOfPropertyPlantEquipment,us-gaap/2012,NonGuarantorSubsidiaries,20120630,2,USD,190000.0,,2012,3
0001193125-12-341601,Goodwill,us-gaap/2012,,20120630,0,USD,3120000.0,,2012,3
0001193125-12-341601,GrossProfit,us-gaap/2012,,20110630,2,USD,122656000.0,,2012,3
0001193125-12-341601,GrossProfit,us-gaap/2012,ConsolidationEliminations,20110630,2,USD,-12082000.0,,2012,3
0001193125-12-341601,GrossProfit,us-gaap/2012,GuarantorSubsidiaries,20110630,2,USD,12135000.0,,2012,3
0001193125-12-341601,GrossProfit,us-gaap/2012,NonGuarantorSubsidiaries,20110630,2,USD,122603000.0,,2012,3
0001193125-12-341601,GrossProfit,us-gaap/2012,,20110630,1,USD,66182000.0,,2012,3
0001193125-12-341601,GrossProfit,us-gaap/2012,ConsolidationEliminations,20110630,1,USD,-5709000.0,,2012,3
0001193125-12-341601,GrossProfit,us-gaap/2012,GuarantorSubsidiaries,20110630,1,USD,5593000.0,,2012,3
0001193125-12-341601,GrossProfit,us-gaap/2012,NonGuarantorSubsidiaries,20110630,1,USD,66298000.0,,2012,3
0001193125-12-341601,GrossProfit,us-gaap/2012,,20120630,2,USD,112773000.0,,2012,3
