adsh,tag,version,coreg,ddate,qtrs,uom,value,footnote,fs_year,fs_quarter
0001193125-18-054078,EntityPublicFloat,dei/2014,,20170630,0,USD,260362764.0,,2018,1
0001193125-18-054078,EntityCommonStockSharesOutstanding,dei/2014,,20180131,0,shares,34203058.0,,2018,1
0001193125-18-054078,AccountsPayableOtherCurrent,us-gaap/2017,,20161231,0,USD,12272000.0,,2018,1
0001193125-18-054078,AccountsPayableOtherCurrent,us-gaap/2017,,20171231,0,USD,10261000.0,,2018,1
0001193125-18-054078,AccountsPayableTradeCurrent,us-gaap/2017,,20161231,0,USD,51509000.0,,2018,1
0001193125-18-054078,AccountsPayableTradeCurrent,us-gaap/2017,,20171231,0,USD,65940000.0,,2018,1
0001193125-18-054078,AccountsReceivableGross,us-gaap/2017,,20161231,0,USD,63116000.0,,2018,1
0001193125-18-054078,AccountsReceivableGross,us-gaap/2017,,20171231,0,USD,86167000.0,,2018,1
0001193125-18-054078,AccountsReceivableNetCurrent,us-gaap/2017,,20161231,0,USD,61775000.0,,2018,1
0001193125-18-054078,AccountsReceivableNetCurrent,us-gaap/2017,,20171231,0,USD,92026000.0,,2018,1
0001193125-18-054078,AccruedLiabilitiesCurrent,us-gaap/2017,,20161231,0,USD,60365000.0,,2018,1
0001193125-18-054078,AccruedLiabilitiesCurrent,us-gaap/2017,,20171231,0,USD,51746000.0,,2018,1
0001193125-18-054078,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap/2017,,20161231,0,USD,184521000.0,,2018,1
0001193125-18-054078,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap/2017,,20171231,0,USD,231356000.0,,2018,1
0001193125-18-054078,AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,us-gaap/2017,,20161231,0,USD,-436000.0,,2018,1
0001193125-18-054078,AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,us-gaap/2017,,20171231,0,USD,5299000.0,,2018,1
0001193125-18-054078,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,us-gaap/2017,,20161231,0,USD,14460000.0,,2018,1
0001193125-18-054078,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,us-gaap/2017,,20171231,0,USD,-38413000.0,,2018,1
0001193125-18-054078,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2017,,20161231,0,USD,14024000.0,,2018,1
0001193125-18-054078,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2017,,20171231,0,USD,-33114000.0,,2018,1
0001193125-18-054078,AdditionalPaidInCapitalCommonStock,us-gaap/2017,,20161231,0,USD,130189000.0,,2018,1
0001193125-18-054078,AdditionalPaidInCapitalCommonStock,us-gaap/2017,,20171231,0,USD,136259000.0,,2018,1
0001193125-18-054078,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2017,,20151231,4,USD,2768000.0,,2018,1
0001193125-18-054078,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2017,,20161231,4,USD,3843000.0,,2018,1
0001193125-18-054078,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2017,,20171231,4,USD,2336000.0,,2018,1
0001193125-18-054078,AdvertisingExpense,us-gaap/2017,,20151231,4,USD,144000.0,,2018,1
0001193125-18-054078,AdvertisingExpense,us-gaap/2017,,20161231,4,USD,149000.0,,2018,1
0001193125-18-054078,AdvertisingExpense,us-gaap/2017,,20171231,4,USD,95000.0,,2018,1
0001193125-18-054078,AllowanceForDoubtfulAccountsReceivable,us-gaap/2017,,20141231,0,USD,263000.0,,2018,1
0001193125-18-054078,AllowanceForDoubtfulAccountsReceivable,us-gaap/2017,,20151231,0,USD,236000.0,,2018,1
0001193125-18-054078,AllowanceForDoubtfulAccountsReceivable,us-gaap/2017,,20161231,0,USD,83000.0,,2018,1
0001193125-18-054078,AllowanceForDoubtfulAccountsReceivable,us-gaap/2017,,20171231,0,USD,94000.0,,2018,1
0001193125-18-054078,AmortizationOfFinancingCostsAndDiscounts,us-gaap/2017,,20151231,4,USD,660000.0,,2018,1
0001193125-18-054078,AmortizationOfFinancingCostsAndDiscounts,us-gaap/2017,,20161231,4,USD,707000.0,,2018,1
0001193125-18-054078,AmortizationOfFinancingCostsAndDiscounts,us-gaap/2017,,20171231,4,USD,1987000.0,,2018,1
0001193125-18-054078,AmortizationOfIntangibleAssets,us-gaap/2017,,20161231,4,USD,475000.0,,2018,1
0001193125-18-054078,AmortizationOfIntangibleAssets,us-gaap/2017,,20171231,4,USD,648000.0,,2018,1
0001193125-18-054078,Assets,us-gaap/2017,,20161231,0,USD,441952000.0,,2018,1
0001193125-18-054078,Assets,us-gaap/2017,,20171231,0,USD,558789000.0,,2018,1
0001193125-18-054078,AssetsCurrent,us-gaap/2017,,20161231,0,USD,242693000.0,,2018,1
0001193125-18-054078,AssetsCurrent,us-gaap/2017,,20171231,0,USD,330260000.0,,2018,1
0001193125-18-054078,CapitalExpendituresIncurredButNotYetPaid,us-gaap/2017,,20151231,4,USD,3348000.0,,2018,1
0001193125-18-054078,CapitalExpendituresIncurredButNotYetPaid,us-gaap/2017,,20161231,4,USD,3091000.0,,2018,1
0001193125-18-054078,CapitalExpendituresIncurredButNotYetPaid,us-gaap/2017,,20171231,4,USD,2520000.0,,2018,1
0001193125-18-054078,CashAndCashEquivalentsAtCarryingValue,us-gaap/2017,,20141231,0,USD,102434000.0,,2018,1
0001193125-18-054078,CashAndCashEquivalentsAtCarryingValue,us-gaap/2017,,20151231,0,USD,90882000.0,,2018,1
0001193125-18-054078,CashAndCashEquivalentsAtCarryingValue,us-gaap/2017,,20161231,0,USD,83355000.0,,2018,1
0001193125-18-054078,CashAndCashEquivalentsAtCarryingValue,us-gaap/2017,,20171231,0,USD,128575000.0,,2018,1
0001193125-18-054078,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2017,,20151231,4,USD,-11552000.0,,2018,1
0001193125-18-054078,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2017,,20161231,4,USD,-7527000.0,,2018,1
0001193125-18-054078,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2017,,20171231,4,USD,45220000.0,,2018,1
0001193125-18-054078,CommitmentsAndContingencies,us-gaap/2017,,20161231,0,USD,,,2018,1
0001193125-18-054078,CommitmentsAndContingencies,us-gaap/2017,,20171231,0,USD,,,2018,1
0001193125-18-054078,CommonStockParOrStatedValuePerShare,us-gaap/2017,,20161231,0,USD,0.01,,2018,1
0001193125-18-054078,CommonStockParOrStatedValuePerShare,us-gaap/2017,,20171231,0,USD,0.01,,2018,1
0001193125-18-054078,CommonStockSharesAuthorized,us-gaap/2017,,20161231,0,shares,150000000.0,,2018,1
0001193125-18-054078,CommonStockSharesAuthorized,us-gaap/2017,,20171231,0,shares,150000000.0,,2018,1
0001193125-18-054078,CommonStockSharesIssued,us-gaap/2017,,20161231,0,shares,41627103.0,,2018,1
0001193125-18-054078,CommonStockSharesIssued,us-gaap/2017,,20171231,0,shares,42563808.0,,2018,1
0001193125-18-054078,CommonStockSharesOutstanding,us-gaap/2017,,20161231,0,shares,35048338.0,,2018,1
0001193125-18-054078,CommonStockSharesOutstanding,us-gaap/2017,,20171231,0,shares,34189599.0,,2018,1
0001193125-18-054078,CommonStockValue,us-gaap/2017,,20161231,0,USD,416000.0,,2018,1
0001193125-18-054078,CommonStockValue,us-gaap/2017,,20171231,0,USD,426000.0,,2018,1
0001193125-18-054078,ComprehensiveIncomeNetOfTax,us-gaap/2017,,20151231,4,USD,-50032000.0,,2018,1
0001193125-18-054078,ComprehensiveIncomeNetOfTax,us-gaap/2017,,20161231,4,USD,-15360000.0,,2018,1
0001193125-18-054078,ComprehensiveIncomeNetOfTax,us-gaap/2017,,20171231,4,USD,37798000.0,,2018,1
0001193125-18-054078,CostOfRevenue,us-gaap/2017,,20151231,4,USD,498848000.0,,2018,1
0001193125-18-054078,CostOfRevenue,us-gaap/2017,,20161231,4,USD,531743000.0,,2018,1
0001193125-18-054078,CostOfRevenue,us-gaap/2017,,20171231,4,USD,491779000.0,,2018,1
0001193125-18-054078,CurrentFederalTaxExpenseBenefit,us-gaap/2017,,20151231,4,USD,25000.0,,2018,1
0001193125-18-054078,CurrentFederalTaxExpenseBenefit,us-gaap/2017,,20161231,4,USD,-6000.0,,2018,1
0001193125-18-054078,CurrentFederalTaxExpenseBenefit,us-gaap/2017,,20171231,4,USD,-359000.0,,2018,1
0001193125-18-054078,CurrentForeignTaxExpenseBenefit,us-gaap/2017,,20151231,4,USD,-14301000.0,,2018,1
0001193125-18-054078,CurrentForeignTaxExpenseBenefit,us-gaap/2017,,20161231,4,USD,3386000.0,,2018,1
0001193125-18-054078,CurrentForeignTaxExpenseBenefit,us-gaap/2017,,20171231,4,USD,3680000.0,,2018,1
0001193125-18-054078,CurrentIncomeTaxExpenseBenefit,us-gaap/2017,,20151231,4,USD,-15486000.0,,2018,1
0001193125-18-054078,CurrentIncomeTaxExpenseBenefit,us-gaap/2017,,20161231,4,USD,3731000.0,,2018,1
0001193125-18-054078,CurrentIncomeTaxExpenseBenefit,us-gaap/2017,,20171231,4,USD,1210000.0,,2018,1
0001193125-18-054078,DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap/2017,,20161231,0,USD,3918000.0,,2018,1
0001193125-18-054078,DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap/2017,,20171231,0,USD,7834000.0,,2018,1
0001193125-18-054078,DeferredForeignIncomeTaxExpenseBenefit,us-gaap/2017,,20151231,4,USD,399000.0,,2018,1
0001193125-18-054078,DeferredForeignIncomeTaxExpenseBenefit,us-gaap/2017,,20161231,4,USD,13000.0,,2018,1
0001193125-18-054078,DeferredForeignIncomeTaxExpenseBenefit,us-gaap/2017,,20171231,4,USD,-55000.0,,2018,1
0001193125-18-054078,DeferredIncomeTaxLiabilities,us-gaap/2017,,20161231,0,USD,16392000.0,,2018,1
0001193125-18-054078,DeferredIncomeTaxLiabilities,us-gaap/2017,,20171231,0,USD,19794000.0,,2018,1
0001193125-18-054078,DeferredRevenueCurrent,us-gaap/2017,,20161231,0,USD,11092000.0,,2018,1
0001193125-18-054078,DeferredRevenueCurrent,us-gaap/2017,,20171231,0,USD,8335000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsDerivativeInstruments,us-gaap/2017,,20161231,0,USD,110000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsGoodwillAndIntangibleAssets,us-gaap/2017,,20161231,0,USD,103000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsGoodwillAndIntangibleAssets,us-gaap/2017,,20171231,0,USD,35000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsGross,us-gaap/2017,,20161231,0,USD,298048000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsGross,us-gaap/2017,,20171231,0,USD,271190000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsInventory,us-gaap/2017,,20161231,0,USD,1822000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsInventory,us-gaap/2017,,20171231,0,USD,1630000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsLiabilitiesNet,us-gaap/2017,,20151231,0,USD,171000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsLiabilitiesNet,us-gaap/2017,,20161231,0,USD,183000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsLiabilitiesNet,us-gaap/2017,,20171231,0,USD,264000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsLiabilitiesNetCurrent,us-gaap/2017,,20161231,0,USD,37000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsLiabilitiesNetNoncurrent,us-gaap/2017,,20161231,0,USD,193000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsLiabilitiesNetNoncurrent,us-gaap/2017,,20171231,0,USD,264000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsNet,us-gaap/2017,,20161231,0,USD,16575000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsNet,us-gaap/2017,,20171231,0,USD,20058000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsOperatingLossCarryforwards,us-gaap/2017,,20161231,0,USD,167590000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsOperatingLossCarryforwards,us-gaap/2017,,20171231,0,USD,175543000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsOther,us-gaap/2017,,20161231,0,USD,4885000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsOther,us-gaap/2017,,20171231,0,USD,3546000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsPropertyPlantAndEquipment,us-gaap/2017,,20161231,0,USD,13314000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsPropertyPlantAndEquipment,us-gaap/2017,,20171231,0,USD,9759000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsTaxCreditCarryforwards,us-gaap/2017,,20161231,0,USD,20249000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsTaxCreditCarryforwards,us-gaap/2017,,20171231,0,USD,20583000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsSeverancePayments,us-gaap/2017,,20161231,0,USD,31478000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsSeverancePayments,us-gaap/2017,,20171231,0,USD,36245000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,us-gaap/2017,,20161231,0,USD,2803000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,us-gaap/2017,,20171231,0,USD,2826000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,us-gaap/2017,,20161231,0,USD,372000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,us-gaap/2017,,20171231,0,USD,356000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsWarrantyReserves,us-gaap/2017,,20161231,0,USD,113000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsWarrantyReserves,us-gaap/2017,,20171231,0,USD,52000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsUnrealizedCurrencyLosses,us-gaap/2017,,20161231,0,USD,53130000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsUnrealizedCurrencyLosses,us-gaap/2017,,20171231,0,USD,20067000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsValuationAllowance,us-gaap/2017,,20141231,0,USD,194739000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsValuationAllowance,us-gaap/2017,,20151231,0,USD,279867000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsValuationAllowance,us-gaap/2017,,20161231,0,USD,281473000.0,,2018,1
0001193125-18-054078,DeferredTaxAssetsValuationAllowance,us-gaap/2017,,20171231,0,USD,251132000.0,,2018,1
0001193125-18-054078,DeferredTaxLiabilitiesCurrent,us-gaap/2017,,20161231,0,USD,46000.0,,2018,1
0001193125-18-054078,DeferredTaxLiabilitiesDerivatives,us-gaap/2017,,20171231,0,USD,1253000.0,,2018,1
0001193125-18-054078,DeferredTaxLiabilitiesNoncurrent,us-gaap/2017,,20161231,0,USD,1000.0,,2018,1
0001193125-18-054078,DeferredTaxLiabilitiesOther,us-gaap/2017,,20161231,0,USD,410000.0,,2018,1
0001193125-18-054078,DeferredTaxLiabilitiesOther,us-gaap/2017,,20171231,0,USD,143000.0,,2018,1
0001193125-18-054078,DeferredTaxLiabilitiesPrepaidExpenses,us-gaap/2017,,20161231,0,USD,1644000.0,,2018,1
0001193125-18-054078,DeferredTaxLiabilitiesPrepaidExpenses,us-gaap/2017,,20171231,0,USD,1464000.0,,2018,1
0001193125-18-054078,DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,us-gaap/2017,,20161231,0,USD,14338000.0,,2018,1
0001193125-18-054078,DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,us-gaap/2017,,20171231,0,USD,18187000.0,,2018,1
0001193125-18-054078,DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,us-gaap/2017,,20171231,0,USD,20541000.0,,2018,1
0001193125-18-054078,DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,us-gaap/2017,,20171231,0,USD,0.0,,2018,1
0001193125-18-054078,DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,us-gaap/2017,,20171231,0,USD,1584000.0,,2018,1
0001193125-18-054078,DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,us-gaap/2017,,20171231,0,USD,1573000.0,,2018,1
0001193125-18-054078,DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,us-gaap/2017,,20171231,0,USD,1094000.0,,2018,1
0001193125-18-054078,DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,us-gaap/2017,,20171231,0,USD,610000.0,,2018,1
0001193125-18-054078,DepositLiabilityCurrent,us-gaap/2017,,20161231,0,USD,16549000.0,,2018,1
0001193125-18-054078,Depreciation,us-gaap/2017,,20161231,4,USD,24941000.0,,2018,1
0001193125-18-054078,Depreciation,us-gaap/2017,,20171231,4,USD,27498000.0,,2018,1
0001193125-18-054078,DepreciationDepletionAndAmortization,us-gaap/2017,,20151231,4,USD,26490000.0,,2018,1
0001193125-18-054078,DepreciationDepletionAndAmortization,us-gaap/2017,,20161231,4,USD,25416000.0,,2018,1
0001193125-18-054078,DepreciationDepletionAndAmortization,us-gaap/2017,,20171231,4,USD,28146000.0,,2018,1
0001193125-18-054078,DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,us-gaap/2017,,20171231,4,USD,5299000.0,,2018,1
0001193125-18-054078,Dividends,us-gaap/2017,,20171231,4,USD,0.0,,2018,1
0001193125-18-054078,EarningsPerShareBasic,us-gaap/2017,,20151231,4,USD,-2.47,,2018,1
0001193125-18-054078,EarningsPerShareBasic,us-gaap/2017,,20160331,1,USD,0.23,,2018,1
0001193125-18-054078,EarningsPerShareBasic,us-gaap/2017,,20160630,1,USD,-0.51,,2018,1
0001193125-18-054078,EarningsPerShareBasic,us-gaap/2017,,20160930,1,USD,0.86,,2018,1
0001193125-18-054078,EarningsPerShareBasic,us-gaap/2017,,20161231,1,USD,-1.42,,2018,1
0001193125-18-054078,EarningsPerShareBasic,us-gaap/2017,,20161231,4,USD,-0.85,,2018,1
0001193125-18-054078,EarningsPerShareBasic,us-gaap/2017,,20170331,1,USD,1.3,,2018,1
0001193125-18-054078,EarningsPerShareBasic,us-gaap/2017,,20170630,1,USD,-0.24,,2018,1
0001193125-18-054078,EarningsPerShareBasic,us-gaap/2017,,20170930,1,USD,0.16,,2018,1
0001193125-18-054078,EarningsPerShareBasic,us-gaap/2017,,20171231,1,USD,1.28,,2018,1
0001193125-18-054078,EarningsPerShareBasic,us-gaap/2017,,20171231,4,USD,2.5,,2018,1
0001193125-18-054078,EarningsPerShareDiluted,us-gaap/2017,,20151231,4,USD,-2.47,,2018,1
0001193125-18-054078,EarningsPerShareDiluted,us-gaap/2017,,20160331,1,USD,0.23,,2018,1
0001193125-18-054078,EarningsPerShareDiluted,us-gaap/2017,,20160630,1,USD,-0.51,,2018,1
0001193125-18-054078,EarningsPerShareDiluted,us-gaap/2017,,20160930,1,USD,0.85,,2018,1
0001193125-18-054078,EarningsPerShareDiluted,us-gaap/2017,,20161231,1,USD,-1.42,,2018,1
0001193125-18-054078,EarningsPerShareDiluted,us-gaap/2017,,20161231,4,USD,-0.85,,2018,1
0001193125-18-054078,EarningsPerShareDiluted,us-gaap/2017,,20170331,1,USD,1.05,,2018,1
0001193125-18-054078,EarningsPerShareDiluted,us-gaap/2017,,20170630,1,USD,-0.24,,2018,1
0001193125-18-054078,EarningsPerShareDiluted,us-gaap/2017,,20170930,1,USD,0.15,,2018,1
0001193125-18-054078,EarningsPerShareDiluted,us-gaap/2017,,20171231,1,USD,0.99,,2018,1
0001193125-18-054078,EarningsPerShareDiluted,us-gaap/2017,,20171231,4,USD,2.02,,2018,1
0001193125-18-054078,EffectiveIncomeTaxRateContinuingOperations,us-gaap/2017,,20151231,4,pure,0.151,,2018,1
0001193125-18-054078,EffectiveIncomeTaxRateContinuingOperations,us-gaap/2017,,20161231,4,pure,-0.145,,2018,1
0001193125-18-054078,EffectiveIncomeTaxRateContinuingOperations,us-gaap/2017,,20171231,4,pure,0.013000000000000001,,2018,1
0001193125-18-054078,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,us-gaap/2017,,20171231,4,pure,0.35,,2018,1
0001193125-18-054078,EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,us-gaap/2017,,20151231,4,USD,-1620000.0,,2018,1
0001193125-18-054078,EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,us-gaap/2017,,20161231,4,USD,-1016000.0,,2018,1
0001193125-18-054078,EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,us-gaap/2017,,20171231,4,USD,8716000.0,,2018,1
0001193125-18-054078,EmployeeRelatedLiabilitiesCurrent,us-gaap/2017,,20161231,0,USD,24982000.0,,2018,1
0001193125-18-054078,EmployeeRelatedLiabilitiesCurrent,us-gaap/2017,,20171231,0,USD,16724000.0,,2018,1
0001193125-18-054078,FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap/2017,,20161231,0,USD,49556000.0,,2018,1
0001193125-18-054078,FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap/2017,,20171231,0,USD,56454000.0,,2018,1
0001193125-18-054078,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,us-gaap/2017,,20171231,0,USD,751000.0,,2018,1
0001193125-18-054078,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap/2017,,20171231,0,USD,582000.0,,2018,1
0001193125-18-054078,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap/2017,,20171231,0,USD,690000.0,,2018,1
0001193125-18-054078,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap/2017,,20171231,0,USD,727000.0,,2018,1
0001193125-18-054078,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap/2017,,20171231,0,USD,748000.0,,2018,1
0001193125-18-054078,FiniteLivedIntangibleAssetsGross,us-gaap/2017,,20161231,0,USD,52641000.0,,2018,1
0001193125-18-054078,FiniteLivedIntangibleAssetsGross,us-gaap/2017,,20171231,0,USD,60515000.0,,2018,1
0001193125-18-054078,FiniteLivedIntangibleAssetsNet,us-gaap/2017,,20161231,0,USD,3085000.0,,2018,1
0001193125-18-054078,FiniteLivedIntangibleAssetsNet,us-gaap/2017,,20171231,0,USD,4061000.0,,2018,1
0001193125-18-054078,ForeignCurrencyExchangeRateTranslation1,us-gaap/2017,,20151231,0,KRW/USD,1172.0,,2018,1
0001193125-18-054078,ForeignCurrencyExchangeRateTranslation1,us-gaap/2017,,20161231,0,KRW/USD,1208.5,,2018,1
0001193125-18-054078,ForeignCurrencyExchangeRateTranslation1,us-gaap/2017,,20171231,0,KRW/USD,1071.4,,2018,1
0001193125-18-054078,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2017,,20151231,4,USD,-42531000.0,,2018,1
0001193125-18-054078,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2017,,20161231,4,USD,-15360000.0,,2018,1
0001193125-18-054078,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2017,,20171231,4,USD,65516000.0,,2018,1
0001193125-18-054078,GainLossOnDispositionOfAssets1,us-gaap/2017,,20161231,4,USD,6480000.0,,2018,1
0001193125-18-054078,GainLossOnDispositionOfAssets1,us-gaap/2017,,20171231,4,USD,17010000.0,,2018,1
0001193125-18-054078,GrossProfit,us-gaap/2017,,20151231,4,USD,134864000.0,,2018,1
0001193125-18-054078,GrossProfit,us-gaap/2017,,20160331,1,USD,34249000.0,,2018,1
0001193125-18-054078,GrossProfit,us-gaap/2017,,20160630,1,USD,36749000.0,,2018,1
0001193125-18-054078,GrossProfit,us-gaap/2017,,20160930,1,USD,39139000.0,,2018,1
0001193125-18-054078,GrossProfit,us-gaap/2017,,20161231,1,USD,46089000.0,,2018,1
0001193125-18-054078,GrossProfit,us-gaap/2017,,20161231,4,USD,156226000.0,,2018,1
0001193125-18-054078,GrossProfit,us-gaap/2017,,20170331,1,USD,41570000.0,,2018,1
0001193125-18-054078,GrossProfit,us-gaap/2017,,20170630,1,USD,46662000.0,,2018,1
0001193125-18-054078,GrossProfit,us-gaap/2017,,20170930,1,USD,50310000.0,,2018,1
0001193125-18-054078,GrossProfit,us-gaap/2017,,20171231,1,USD,49351000.0,,2018,1
0001193125-18-054078,GrossProfit,us-gaap/2017,,20171231,4,USD,187893000.0,,2018,1
0001193125-18-054078,HedgingAssetsCurrent,us-gaap/2017,,20161231,0,USD,3150000.0,,2018,1
0001193125-18-054078,HedgingAssetsCurrent,us-gaap/2017,,20171231,0,USD,7600000.0,,2018,1
0001193125-18-054078,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,us-gaap/2017,,20151231,4,USD,32903000.0,,2018,1
0001193125-18-054078,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,us-gaap/2017,,20161231,4,USD,-1738000.0,,2018,1
0001193125-18-054078,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,us-gaap/2017,,20171231,4,USD,27461000.0,,2018,1
0001193125-18-054078,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2017,,20151231,4,USD,-99954000.0,,2018,1
0001193125-18-054078,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2017,,20161231,4,USD,-25871000.0,,2018,1
0001193125-18-054078,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2017,,20171231,4,USD,86091000.0,,2018,1
0001193125-18-054078,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,us-gaap/2017,,20151231,4,USD,-132857000.0,,2018,1
0001193125-18-054078,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,us-gaap/2017,,20161231,4,USD,-24133000.0,,2018,1
0001193125-18-054078,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,us-gaap/2017,,20171231,4,USD,58630000.0,,2018,1
0001193125-18-054078,IncomeTaxesPaidNet,us-gaap/2017,,20151231,4,USD,-5276000.0,,2018,1
0001193125-18-054078,IncomeTaxesPaidNet,us-gaap/2017,,20161231,4,USD,693000.0,,2018,1
0001193125-18-054078,IncomeTaxesPaidNet,us-gaap/2017,,20171231,4,USD,1027000.0,,2018,1
0001193125-18-054078,IncomeTaxExaminationPenaltiesAccrued,us-gaap/2017,,20170930,0,USD,3336000.0,,2018,1
0001193125-18-054078,IncomeTaxExaminationPenaltiesAndInterestExpense,us-gaap/2017,,20171231,4,USD,-712000.0,,2018,1
0001193125-18-054078,IncomeTaxExaminationPenaltiesExpense,us-gaap/2017,,20170930,0,USD,6030000.0,,2018,1
